Artist name,Title,Year,Loudness,Key,Danceability,Energy,Tempo
Tommy McLain,Let It Be Me,0,-21.418000000000006,10,0.0,0.0,152.29399999999995
Dark Party,Active,2008,-3.542,1,0.0,0.0,175.94799999999995
Janet Jackson,Interlude: Livin'...In Complete Darkness,0,-19.99,2,0.0,0.0,120.45
Albin Myers,Times Like These,0,-8.648,7,0.0,0.0,127.92299999999999
Kanda Bongo Man,Djessy,0,-12.831,0,0.0,0.0,132.27
Eluveitie,(Do)Minion,2010,-4.367,11,0.0,0.0,110.01799999999999
M\xc3\xbam,Nightly Cares,2004,-15.775,1,0.0,0.0,95.57600000000001
Janice Vidal,Li Jia Chu Zou,0,-9.77,9,0.0,0.0,136.887
Sonora Santanera,Cuando Quieres Tu,0,-16.275,2,0.0,0.0,104.28399999999999
Flor Silvestre,Aquel Amor,0,-10.19,7,0.0,0.0,130.81799999999998
Ensiferum,Into Battle,2004,-5.827000000000001,11,0.0,0.0,105.05
Hot Live Guys,I'm A Killer,0,-3.846,7,0.0,0.0,123.087
Eluveitie,A Girls Oath,0,-14.481,0,0.0,0.0,111.12700000000001
Alex,Love Selecta (feat Iffectz & Marwa),0,-6.023,1,0.0,0.0,127.979
Buzzcocks,Get On Our Own,1978,-11.058,9,0.0,0.0,181.421
Marvin Sapp,Whosoever Will (LP Version),0,-14.668,7,0.0,0.0,89.726
Bob Marley,Lively Up Yourself,1991,-7.2360000000000015,2,0.0,0.0,127.765
Rachael Lampa,I'm All Yours (LP Version),0,-2.224,4,0.0,0.0,101.905
David Zinman;Pittsburgh Symphony Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,0,-25.895,0,0.0,0.0,170.899
Keb'Mo',Anybody Seen My Girl,1994,-15.607999999999999,7,0.0,0.0,79.15100000000002
Cece Winans,Because Of You,0,-9.915,0,0.0,0.0,113.63600000000001
Rickie Lee Jones,Just My Baby,1989,-9.785,10,0.0,0.0,147.736
Sofia Karlsson,I denna ljuva sommartid,2002,-14.863,0,0.0,0.0,101.897
Steel Pulse,Ku Klux Klan,1978,-6.0920000000000005,6,0.0,0.0,153.05200000000005
Jo Privat,Rossignol Montmartrois (Polka),0,-7.8279999999999985,6,0.0,0.0,122.09299999999999
Backstreet Boys,Shape Of My Heart,2000,-5.47,11,0.0,0.0,86.693
Patrick Lamb,I Remember,2007,-5.5360000000000005,5,0.0,0.0,93.041
Stan,Luv,0,-9.147,5,0.0,0.0,119.965
Fever Ray,When I Grow Up,2009,-6.6370000000000005,0,0.0,0.0,122.934
Toots & The Maytals,Sweet & Dandy,1984,-5.914,4,0.0,0.0,163.748
Asleep At The Wheel,Let Me Go Home Whiskey,0,-16.261,9,0.0,0.0,142.47899999999996
Flor Silvestre,Gaviota Traidora,0,-10.600999999999999,9,0.0,0.0,109.51799999999999
Gipsy Kings,Somos Gitanos,2001,-5.0569999999999995,7,0.0,0.0,118.056
Amoral,The Last Round,2004,-5.532,7,0.0,0.0,141.746
Melvins,You've Never Been Right - (Live In Boston_ MA 2008),2009,-14.682,7,0.0,0.0,115.007
L.A. Guns,Magdalaine,1989,-9.244,1,0.0,0.0,150.3
Carlos Ponce,Decir Adios,1999,-8.704,1,0.0,0.0,84.631
Solomon,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,0,-30.381,7,0.0,0.0,90.98700000000001
Kool Moe Dee,Knowledge Is King,1989,-16.205,5,0.0,0.0,107.905
Neeme Jarvi,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0,-17.382,8,0.0,0.0,131.118
NAZCA PERU,Aurora,0,-6.22,4,0.0,0.0,147.734
Los Fabulosos Cadillacs,Noches Arabes,1986,-15.909,0,0.0,0.0,0.0
John Hiatt,Memphis In The Meantime,1987,-8.626,9,0.0,0.0,181.355
Sheila Walsh,Circle Of Hands (For A Time Like This Album Version),0,-9.475,7,0.0,0.0,88.012
Hatesex,Hatesex (Reborn),0,-10.203,1,0.0,0.0,126.955
K's Choice,Another Year,2000,-11.622,9,0.0,0.0,171.648
The Impressions,Ridin' High,0,-7.2929999999999975,7,0.0,0.0,116.12200000000001
Chris Rodriguez,Turn Around (LP Version),0,-5.439,4,0.0,0.0,121.101
Jack Off Jill,Horrible,1995,-12.625,8,0.0,0.0,177.86599999999999
Sonic Subjunkies,Turntable Terrorist,1995,-10.22,7,0.0,0.0,149.85299999999995
Lizzy Borden,(Wake Up) Time to Die,1985,-9.657,5,0.0,0.0,107.88600000000001
Eddie Turner,Jody,0,-3.8789999999999996,9,0.0,0.0,107.053
Antonio Koudele,Track TAKE FIVE,0,-14.880999999999998,4,0.0,0.0,117.29799999999999
Backstreet Boys,PDA,2009,-5.98,6,0.0,0.0,122.988
DJ Slugo,Where the Rats 3,0,-9.868,6,0.0,0.0,160.129
Jamie Richards,Easier By Now,0,-8.592,2,0.0,0.0,84.069
John Debney,Porcelain Man,1999,-32.637,10,0.0,0.0,91.249
Marcelo Radulovich,Spirit and Machine,0,-12.373,0,0.0,0.0,88.648
Pretty Boy Floyd,Dept. Of Youth,0,-13.434000000000001,6,0.0,0.0,139.947
John Stevens,I Only Have Eyes For You (Album Version),2005,-12.785,10,0.0,0.0,244.36599999999999
Eric Burdon,Hook Of Holland,0,-9.951,6,0.0,0.0,148.142
Sugarman Three,Mulin' Around,0,-6.692,5,0.0,0.0,135.525
Bobby Russell,Jingle Bell Rock,0,-14.945,7,0.0,0.0,137.959
Lisa Lisa & Cult Jam (featuring Full Force),U Never Nu How Good U Had It,1989,-7.311,6,0.0,0.0,107.944
Seamus Egan,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),0,-10.638,2,0.0,0.0,61.82
Mindy McCready,Be With Me,2002,-9.017999999999999,9,0.0,0.0,88.94200000000002
Faking David,Sex Will Sell,0,-8.101,2,0.0,0.0,107.303
Gisele MacKenzie,Swinging Down the Lane,0,-13.298,7,0.0,0.0,121.07799999999999
BT,Knowledge Of Self (Evol Intent Remix),2004,-6.21,10,0.0,0.0,136.89700000000002
Donna The Buffalo,Garden Of Eden,0,-6.079,5,0.0,0.0,130.545
Korn,Right Now,2003,-6.7379999999999995,9,0.0,0.0,210.69099999999997
Geggy Tah,Special Someone,2001,-9.781,8,0.0,0.0,103.046
Elmore James,Strange Kinda Feeling (Take 4),1993,-10.985,5,0.0,0.0,172.9
Pat Travers,Black Betty,0,-8.665,1,0.0,0.0,114.083
Clara Nunes,Tudo E Ilusao (1997 Digital Remaster),0,-12.665,10,0.0,0.0,104.709
Gonzalo Rubalcaba,Improv #1,2006,-24.57,3,0.0,0.0,72.071
Minipop,Fingerprints,2007,-4.993,2,0.0,0.0,160.05100000000004
Mack and Jamie,Goofy Golf,0,-21.685,6,0.0,0.0,76.125
F4,Get Back,0,-10.432,2,0.0,0.0,135.064
Katie Armiger,Love Without Fear,0,-6.1560000000000015,4,0.0,0.0,155.92600000000004
The Del McCoury Band,Rain Please Go Away,0,-11.68,11,0.0,0.0,104.79
Atman,Distant Voices,2002,-11.783,1,0.0,0.0,91.007
Fyah Blaze,Hurry Hurry Baby (Dj Edit),0,-6.6339999999999995,1,0.0,0.0,121.40700000000001
Cam'Ron / Juelz Santana,Losing Weight Part 2,2002,-6.426,2,0.0,0.0,110.57
George Lopez,Kids In the Store,2003,-15.335999999999999,5,0.0,0.0,83.883
Jeff Beck Group,Jody,1971,-12.569,0,0.0,0.0,159.415
Krystof,Star,2004,-7.016,0,0.0,0.0,105.15700000000001
Frank Ifield,Give Me Your Word,0,-14.712,6,0.0,0.0,101.335
Mavado,Real McKoy Feat. Busy Signal,2007,-6.087999999999999,7,0.0,0.0,125.348
Who Made Who,This Train (Munk Edit),0,-6.742999999999999,4,0.0,0.0,137.924
Alex Fong,Hao Lai Hao Qu,0,-5.732,7,0.0,0.0,162.987
Mike And The Mechanics,Nobody's Perfect,1988,-6.9510000000000005,5,0.0,0.0,97.882
Don Francisco,Give Your Heart a Home,1991,-15.636,7,0.0,0.0,103.584
In Extremo,Vollmond,2000,-5.065,2,0.0,0.0,110.133
Joe Rogan,Tigers Fucking (Spoken Word) (Album Version),2000,-11.925999999999998,4,0.0,0.0,83.99
Isaacs,Did You Ever Go Sailin',0,-14.665,6,0.0,0.0,103.694
Gustavo Santaolalla,Moving Up,0,-17.746,11,0.0,0.0,150.028
Whitney Cummings,Romance,2009,-4.428999999999999,6,0.0,0.0,106.41
Willie Clayton,Unconditionally (Soul and R&B),0,-8.681000000000001,6,0.0,0.0,141.99200000000005
Johnny Osbourne,Mine Yuh Business,0,-10.901,4,0.0,0.0,85.714
B\xc3\xa9nabar,Christelle Est Une Ordure,2005,-14.658,2,0.0,0.0,100.31200000000001
Blue Rodeo,Mystic River,2007,-7.225,7,0.0,0.0,121.795
Sergio Franchi,Arrivederci Roma,0,-17.962,2,0.0,0.0,90.098
Sneaky Sound System,I Love It [Clubstar Remix],2006,-6.4239999999999995,11,0.0,0.0,145.032
Shinehead,World Of The Video Game,0,-12.955,10,0.0,0.0,140.281
3 Steps Ahead,My Mind Is Gone,1997,-16.459,9,0.0,0.0,74.551
Singing Melody Feat. Robyn,Are You Home,0,-5.688,3,0.0,0.0,97.289
Roni Size,Encore,0,-2.904,1,0.0,0.0,87.618
Fat Joe,Prove Something (explicit album version),2002,-3.775,1,0.0,0.0,159.499
Los Titanes,No La Dejes Sola,2008,-6.452999999999999,2,0.0,0.0,103.54799999999999
Cool cavemen,Burlesque burglary,0,-4.774,0,0.0,0.0,90.26700000000001
Bally Sagoo,Punjabian Di Chale Glassi,2003,-12.686,6,0.0,0.0,96.04299999999999
:Blacks On :Blondes,Sublime Control,0,-7.085,11,0.0,0.0,124.969
Seven Mary Three,People Like New (LP Version),1997,-10.133,9,0.0,0.0,77.885
Irini Merkouri,Oute Mia Fora,0,-7.7879999999999985,0,0.0,0.0,160.001
Johnny Pearson,Running Sabotage,0,-14.579,8,0.0,0.0,107.93
David Gilmour Featuring Richard Wright,Arnold Layne,2006,-7.204,2,0.0,0.0,138.43
Schizoid,Strangerhood,0,-24.2,7,0.0,0.0,175.127
Bumblefoot,Piranha,2008,-4.793,2,0.0,0.0,98.78399999999999
Foxy Brown / Total,I Can't,0,-3.8480000000000003,8,0.0,0.0,97.14299999999999
Willie Bobo,It's Not Unusual,2008,-12.039000000000001,0,0.0,0.0,113.552
Bukka White,Fixin' To Die Blues,1940,-14.873,6,0.0,0.0,107.081
Red Hot Chili Peppers,Venice Queen (Album Version),2002,-5.278,0,0.0,0.0,88.57
Kurt Tepperwein,Subliminal mit Naturgeraeuschen,0,-21.035999999999998,8,0.0,0.0,145.259
Bryan White,I Can't Wait 'Til Christmas (LP Version),1999,-8.277999999999999,0,0.0,0.0,126.618
Alberto Cortez,Guitarra Dimelo Tu,0,-6.7520000000000024,3,0.0,0.0,91.584
Furry Lewis,I Will Turn Your Money Green (Tk. 1),0,-18.465999999999998,11,0.0,0.0,104.23700000000001
Dirty Harry,The Fortway,0,-15.302999999999999,11,0.0,0.0,126.412
Bill & Gloria Gaither,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),0,-12.493,1,0.0,0.0,116.90299999999999
Les Hou-Lops,Hold me,0,-9.6,2,0.0,0.0,111.555
Gyptian,Lonely,0,-5.8629999999999995,9,0.0,0.0,186.285
Bounty Killer,Gun Thirsty,2001,-7.629,7,0.0,0.0,96.006
The Shirelles,Dedicated To The One I Love,1960,-11.539000000000001,10,0.0,0.0,71.597
Camp Lo,Uptown,2009,-9.06,9,0.0,0.0,90.98299999999999
Wonderland,You,0,-6.485,4,0.0,0.0,123.976
Burning Spear,Walking In Dub,2009,-13.615,11,0.0,0.0,135.033
Blackalicious,Ego Trip by Nikki Giovanni,1999,-5.625,1,0.0,0.0,60.016999999999996
M.I.K.E.,Hollow Dream,2006,-10.744000000000002,6,0.0,0.0,135.053
Alice In Chains,I Know Somethin (Bout You),1990,-9.66,3,0.0,0.0,114.758
The Gone Jackals,That Blows My Mind (Slammin' and Way Out There!),1998,-5.376,2,0.0,0.0,177.563
Otis Spann,Evil Ways,1989,-23.893,5,0.0,0.0,115.38
Hanoi Rocks,No Comprimise_ No Regrets,2005,-3.764,4,0.0,0.0,126.105
Daniela Dess\xc3\xac,Tramonto Etnico,0,-14.767000000000001,10,0.0,0.0,89.978
Nicola Fasano feat. Paula B.,Missing,0,-7.329,9,0.0,0.0,84.03200000000002
Danny Elfman,Birdies,0,-25.368000000000002,7,0.0,0.0,99.98700000000001
Orquesta Sublime,La Vida Eres,0,-8.742,7,0.0,0.0,134.923
Ocho y Media,A la Hora,0,-3.638,9,0.0,0.0,62.78
Doug Sahm Tex Mex Trip,Catch Me In The Morning (Album Version),0,-15.015999999999998,4,0.0,0.0,140.945
Bill & Gloria Gaither,Stand By Me (Freedom Band Album Version),0,-18.34,3,0.0,0.0,40.27
Atari Teenage Riot,Destroy 2000 Years Of Culture,1997,-5.053999999999999,11,0.0,0.0,114.037
Staatskapelle Dresden/Herbert Blomstedt,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,0,-19.897000000000002,7,0.0,0.0,100.005
RUN-DMC,Crack,1988,-6.905,1,0.0,0.0,96.686
Oak Ridge Boys,Hide Thou Me,0,-16.866,6,0.0,0.0,65.57300000000001
Justin,Lu Ren Jia,0,-9.225,1,0.0,0.0,79.098
Kerson,Melody,0,-10.249,11,0.0,0.0,125.037
Nick Cave & The Bad Seeds,Rock Of Gibraltar,2003,-8.537,7,0.0,0.0,158.404
Jean Gabin,C'est moi le mari,0,-10.499,7,0.0,0.0,88.915
Ross,I Promise My Heart,0,-9.232999999999999,10,0.0,0.0,135.826
Army of the Pharoahs,Narrow Grave,0,-5.995,10,0.0,0.0,92.236
Charlie McCoy,Blue Yodel No. 1(T For Texas),0,-14.807,4,0.0,0.0,136.208
Leon Russel,Three Bells / Les 3 cloches,0,-14.135,9,0.0,0.0,91.289
Danny Wright,Holly & The Ivy (Album Version),0,-20.578000000000007,2,0.0,0.0,111.54899999999999
Andy Andy,Maldito Amor Featuring Tito El Bambino (Version Urbana),0,-6.845,10,0.0,0.0,88.57799999999996
Nando Lauria,O Come All Ye Faithful,2003,-12.927999999999999,10,0.0,0.0,106.65799999999999
Cheo Feliciano,Juguete,1972,-6.0710000000000015,3,0.0,0.0,165.34599999999998
Streetwize,No One,0,-8.722999999999999,4,0.0,0.0,93.001
The Beatles,Derek Taylor - Introduction,0,-47.663999999999994,6,0.0,0.0,112.361
Screamin' Jay Hawkins,I Put a Spell on You,1956,-6.56,5,0.0,0.0,130.335
Jo\xc3\xa3o Gilberto / Gilberto Gil / Caetano Veloso,Cordeiro De Nana,0,-22.659000000000002,0,0.0,0.0,113.515
Trivium,Shogun [with fade_ for special edition],2008,-4.002,11,0.0,0.0,140.112
Tommy James And The Shondells,Out Of The Blue,1989,-11.693,0,0.0,0.0,133.312
Terry Callier,Satin Doll,2007,-19.933,7,0.0,0.0,92.927
Coraleena Ellis,Wide Awake In A Dream,0,-12.198,11,0.0,0.0,88.015
Bloomfield,Quartier Latin,0,-10.87,10,0.0,0.0,179.987
The Chieftains,The Raggle Taggle Gypsy,2003,-6.984,7,0.0,0.0,210.957
Andrew W.K.,Can You Dance With Me?,2006,-2.445,2,0.0,0.0,161.874
Bescenta,So In Love,0,-7.414,6,0.0,0.0,126.631
John Debney,Buddy and Santa's Flight,2003,-17.712,0,0.0,0.0,83.95
Rakim,Outro,1997,-22.214000000000002,0,0.0,0.0,50.059
"Dave ""Baby"" Cortez",The Happy Organ,1976,-11.19,0,0.0,0.0,185.55900000000003
Count Ossie,No Night In Zion - Original,1994,-14.835,11,0.0,0.0,137.714
S.U.P,Insanity,0,-7.803,4,0.0,0.0,78.601
Janis Joplin,Piece Of My Heart,1972,-10.561,4,0.0,0.0,80.455
Atom,Merzwaltz,0,-12.642999999999999,6,0.0,0.0,108.069
Slipknot,The Heretic Anthem (Live version) (Album Version),0,-7.35,11,0.0,0.0,163.007
Paul Geremia,Tootie Blues,2004,-14.554,0,0.0,0.0,116.318
Charlie Peacock,Hot Night Downtown,1988,-9.535,4,0.0,0.0,118.155
Jimmy Wyble,No More Blues,2005,-18.891,8,0.0,0.0,80.016
Los Brujos,Si Yo Tuviera,0,-16.397000000000002,3,0.0,0.0,148.748
Vivian,Better,0,-5.001,2,0.0,0.0,140.08
Butthole Surfers,Wichita Cathedral [live],0,-6.367000000000001,9,0.0,0.0,108.251
Die Symphony,Ugly Like Me (Demo Version),0,-7.249,5,0.0,0.0,160.184
Varios,II Allegro,0,-24.877,5,0.0,0.0,144.47799999999995
Walter Trout,Obstacles in My Way,1997,-8.392000000000001,7,0.0,0.0,166.41099999999997
Sergio Dalma,La Marca De Tus Labios,1995,-6.212999999999999,0,0.0,0.0,124.008
The Jane Shermans,Ammunition,2008,-6.2989999999999995,2,0.0,0.0,140.143
Sean Kingston,Face Drop,2009,-3.426,2,0.0,0.0,168.02
Blind Lemon Jefferson,Gone Dead On You Blues,1972,-24.320999999999998,5,0.0,0.0,132.59
Mei Chi Chiang,Chagall(OS),0,-21.585,10,0.0,0.0,150.933
Bon Jovi,I Love This Town,2007,-3.38,1,0.0,0.0,134.293
Gabriel Yared,Les chasseurs d'esclaves,2006,-13.005,2,0.0,0.0,111.03399999999999
Zombina & The Skeletons,Sea Of Heartbreak,0,-8.017000000000001,9,0.0,0.0,120.848
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: XII. Ne Projicias,0,-30.978,6,0.0,0.0,48.942
Monique Marvez,No Bad Oral Sex / Dick Dessert,0,-10.825,1,0.0,0.0,121.075
Blind Boy Fuller,Got To Find My Little Woman,2005,-14.243,10,0.0,0.0,87.899
Dancecore Allstars,When The Sun Comes Out,0,-5.317,5,0.0,0.0,95.29799999999999
Andy Griffith,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),0,-14.700999999999999,7,0.0,0.0,102.402
Mish Mash,Pish Tash,0,-11.123,9,0.0,0.0,126.785
Orquesta Sublime,Seis Perlas Cubanas,0,-10.501,7,0.0,0.0,208.737
Flowin Immo et Les Freaqz,Immonumental,2009,-6.79,4,0.0,0.0,51.714
Michael Jackson,Tabloid Junkie,1995,-6.779,10,0.0,0.0,111.132
Isabel Pantoja,Limosna De Amores,1999,-8.361,4,0.0,0.0,128.502
Juanes,Rebelion,0,-5.8210000000000015,11,0.0,0.0,196.106
BigElf,Superstar,2008,-4.456,10,0.0,0.0,120.07
Bebo Norman,Borrow Mine,2004,-5.1739999999999995,1,0.0,0.0,144.02200000000005
Bobby Pulido,Mi Alma Esta Enamorada,1996,-9.433,2,0.0,0.0,199.826
Sui Generis,Bubulina,1975,-14.886,9,0.0,0.0,109.305
Photek,Under The Palms,2000,-15.005999999999998,2,0.0,0.0,105.085
The LeRoi Brothers,Flash_ Crash and Thunder,0,-7.093,4,0.0,0.0,121.666
Hot Tuna,Death Don't Have No Mercy,1970,-15.202,2,0.0,0.0,116.806
Joanna Connor,Meditations,0,-15.493,7,0.0,0.0,86.475
Hemdale,Pus-Filled Carcass,0,-9.329,10,0.0,0.0,122.678
Cece Winans,Life,1998,-7.181,0,0.0,0.0,124.33200000000001
K.T. Oslin,The Legionnaire,0,-3.082,9,0.0,0.0,192.02700000000002
Taste,On The Boards,1970,-13.839,9,0.0,0.0,161.529
Dhamika,Peace Prayer,0,-17.045,0,0.0,0.0,66.691
Toots & The Maytals,She Will Never Let Me Down,1998,-9.969,5,0.0,0.0,115.75
Ben E. King,You Made The Difference To My Life (LP Version),0,-12.652000000000001,4,0.0,0.0,208.338
Dark Fortress,Evenfall,2010,-3.832,3,0.0,0.0,127.81700000000001
Deborah Coleman,Confused,2000,-3.432,5,0.0,0.0,127.12200000000001
The Germs,Intro,0,-16.673,9,0.0,0.0,64.259
Emilio,Hoy,0,-13.718,10,0.0,0.0,198.118
Deathstar,Represent,0,-5.766,6,0.0,0.0,142.253
Time Factory,Fleeting sound,2006,-6.612,1,0.0,0.0,89.335
Los Aut\xc3\xa9nticos Decadentes,No S\xc3\xa9  Lo Que Hacer,0,-9.341000000000001,7,0.0,0.0,121.834
Ayo,Down On My Knees,2006,-10.372,7,0.0,0.0,182.705
Lou Reid & Carolina,It's So Hard To Stumble (When You're Down On Your Knees),0,-9.062999999999999,4,0.0,0.0,109.696
The Fabulous Thunderbirds,Rainin' In My Heart,1989,-14.977,4,0.0,0.0,110.98
Peter Tosh,Soon Come (2002 Digital Remaster),1978,-7.261,11,0.0,0.0,92.64299999999999
Rhian Sheehan,An Afternoon On the Moon (Jet Jaguar's Remix),2001,-12.88,5,0.0,0.0,98.99799999999999
Andy & Lucas,Dios Bendiga,0,-3.628,1,0.0,0.0,143.855
Chris Vickery,Jokers and Thieves,0,-9.22,0,0.0,0.0,141.868
Buddy Johnson,Because - Part 1,0,-10.03,1,0.0,0.0,67.176
Tha Liks featuring King T,The Bubble,2001,-5.17,1,0.0,0.0,89.311
The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,The Dance at The Gym,0,-14.953,7,0.0,0.0,111.506
Jacob Young,Print,0,-21.498,5,0.0,0.0,77.635
The Family Stand,The Education Of Jamie,0,-10.216000000000001,9,0.0,0.0,122.691
Fito Paez,La Ley De La Vida,2010,-6.1160000000000005,4,0.0,0.0,124.98899999999999
Riviera Regime,Doin' It,0,-5.572,2,0.0,0.0,93.03
Wet Wet Wet,Goodnight Girl,1992,-4.925,2,0.0,0.0,93.156
Leo Ku,Ai De Jie Shi,0,-9.801,4,0.0,0.0,110.007
Onesidezero,Awake (Album Version),2001,-6.0360000000000005,11,0.0,0.0,86.844
Alexis HK,Maudits anglois,2009,-12.215,11,0.0,0.0,160.066
Elva Hsiao,Shi Qu Ni,0,-6.916,1,0.0,0.0,135.778
Kool Keith,Wanna Be A Star,1996,-4.224,9,0.0,0.0,181.208
Blind Willie Johnson,If I Had My Way I'd Tear This Building Down,1996,-16.111,5,0.0,0.0,164.641
Precious Bryant,When The Saints Go Marching In,2002,-11.425,9,0.0,0.0,130.453
Singing Melody,Player No More,0,-13.533,9,0.0,0.0,162.155
Kapelle Herrenweide,Humppa,2009,-12.245999999999999,2,0.0,0.0,109.29299999999999
Charlie Peacock,The Quality of Life,0,-6.02,1,0.0,0.0,137.158
Marimba Alma De Chiapas De Juan Palacios,Atotonilco,0,-10.033,10,0.0,0.0,147.597
Jeff Wahl,Waterfall,2003,-23.366,1,0.0,0.0,243.195
Vusi Mahlasela,Pata Pata,0,-6.144,2,0.0,0.0,137.942
Elmer Bernstein,Drown The Dog!,0,-19.583,2,0.0,0.0,83.255
Eddie Cantor,Charley_ My Boy,0,-19.052,2,0.0,0.0,125.361
Lionel Rogg,Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasteris\xc3\xa9 En 2010),0,-22.737,5,0.0,0.0,68.388
Peter Spence,Baby I,0,-9.974,8,0.0,0.0,97.28399999999999
Casiotone For The Painfully Alone,Town Topic (Instrumental),2008,-7.807,0,0.0,0.0,125.663
UFO,Out In The Street (Live In Cleveland_ Ohio),0,-9.314,2,0.0,0.0,87.09700000000002
Ice Cube,Gangsta's Fairytale 2 (Explicit),0,-6.353,6,0.0,0.0,87.102
Radney Foster,Again,0,-5.3839999999999995,0,0.0,0.0,140.595
Stephan Micus,Contessa Entellina,2001,-25.395,8,0.0,0.0,82.581
Atman,Luminous Bliss,2005,-8.732000000000001,9,0.0,0.0,118.05799999999999
Forensics,Boat Day At the Marina,0,-7.992000000000001,6,0.0,0.0,145.52100000000004
Kathleen Madigan,Religion,0,-16.007,8,0.0,0.0,79.952
Ice Cube,Why We Thugs (edited version),0,-5.815,5,0.0,0.0,99.095
The Winans,Are We Really Doing Your Will,0,-12.515,0,0.0,0.0,139.224
A-Studio,S.O.S.,0,-7.625,1,0.0,0.0,127.574
Sandy Posey,When Will I Be Loved,1990,-12.892000000000001,4,0.0,0.0,120.92
Bellatrax feat. Tina Cousins,Can't Hold Back,0,-7.475,6,0.0,0.0,128.006
Bobby Capo,La Luna Enamora - Original,0,-10.509,9,0.0,0.0,77.788
US Coast Guard Band,Fanfare For Freedom,0,-16.657,10,0.0,0.0,120.31700000000001
Georges Delerue,Le Th\xc3\xa9\xc3\xa2tre / Bof L'Important C'Est D'Aimer,0,-24.95300000000001,6,0.0,0.0,178.63
Scott Krippayne,In The Name Of God (Gentle Revolution Album Version),0,-14.587,5,0.0,0.0,59.17
Pinch feat. Rudey Lee,Step 2 It,0,-9.988999999999999,2,0.0,0.0,139.959
D.A.D.,Sleeping My Day Away [Live],0,-9.217,2,0.0,0.0,148.856
Desert Dwellers,Pranafestation,2006,-11.128,10,0.0,0.0,86.675
The Tragically Hip,The Drop-Off,2006,-3.926,4,0.0,0.0,165.22400000000005
Lizzy Borden,There Will Be Blood Tonight,2000,-3.053,10,0.0,0.0,115.41799999999999
The Merry Macs,Sentimental Journey,0,-11.897,3,0.0,0.0,118.096
Black Eyed Peas,Let's Get It Started,2004,-5.939,6,0.0,0.0,107.199
Righteous Brothers,Harlem Shuffle,1999,-8.602,3,0.0,0.0,103.225
Brand X,Collapsar,1977,-27.885,2,0.0,0.0,158.578
Casual,I believe,0,-12.054,4,0.0,0.0,85.652
Headhunter,Are We Mindless?,0,-5.0680000000000005,7,0.0,0.0,173.985
Bob Wills,Bubbles in My Beer,1991,-15.987,0,0.0,0.0,86.197
Adrenaline,Playing the Role of God,0,-5.621,0,0.0,0.0,146.879
Year Long Disaster,Stranger In My Room,2010,-4.776,9,0.0,0.0,166.025
Sam Fan Thomas,Sabina,0,-12.398,7,0.0,0.0,135.458
Terminal 11 feat. b.b0Nd,In Place Of Love [edit],0,-7.769,1,0.0,0.0,127.355
Bacilos,Sangre americana,2004,-5.047,10,0.0,0.0,156.002
Dobet Gnahor\xc3\xa9,Wigue,2010,-15.912,1,0.0,0.0,142.782
Smidi Beats,Grin'in In Ya Face,0,-8.441,3,0.0,0.0,139.167
Red I Flight,Of Myth And Men (Album Version),2008,-5.033,6,0.0,0.0,92.439
Jimmy McGriff,Hip Hug Her,0,-13.331,10,0.0,0.0,105.509
Jimmy Witherspoon,I'm Going Around In Circles,0,-12.546,10,0.0,0.0,53.672
George Nooks,Better Way Of Life,2001,-5.641,7,0.0,0.0,149.827
Ron Goodwin,Personal Tragedy,1999,-19.995,7,0.0,0.0,61.409
Ed Ames,For Me And My Gal,0,-11.467,0,0.0,0.0,134.56
Johnny Keating & All Stars,Fair Diana,0,-13.567,10,0.0,0.0,118.617
Bela Fleck And The Flecktones,Frontiers (LP Version),0,-20.335,5,0.0,0.0,227.48
Ed Calle,Bar Talk,0,-6.803,5,0.0,0.0,116.03399999999999
A Challenge Of Honour,Heiliges Feuer,0,-13.459000000000001,9,0.0,0.0,120.059
MU330,Cursed Again,1997,-7.5539999999999985,0,0.0,0.0,126.274
Boards of Canada,Happy Cycling,1996,-13.207,7,0.0,0.0,100.01299999999999
Marisela,Un Amor En El Olvido,0,-9.437000000000001,2,0.0,0.0,84.81
Jah Cure,Freedom,2008,-6.303999999999999,5,0.0,0.0,85.73100000000002
Statues,Urbania,0,-8.873,0,0.0,0.0,107.89200000000001
Simon & Garfunkel,Old Friends,1968,-23.964000000000002,4,0.0,0.0,149.9
The Clark Sisters,Drummer Boy,0,-8.691,7,0.0,0.0,108.584
Keb' Mo',I'm Amazing,2004,-10.981,7,0.0,0.0,88.74600000000002
Willie Clancy,Double Jig: The Rolling Wave,0,-11.367,2,0.0,0.0,145.635
P.o.d,Roman Empire,0,-10.012,2,0.0,0.0,128.961
Nickelback,We Will Rock You,2005,-5.535,11,0.0,0.0,161.909
